Game_ID,Game_Name,Genre,Platform,Country,Region,Player_ID,Age_Group,Gender,Device,Play_Date,Session_Duration_Min,Daily_Active_Users,Monthly_Active_Users,Revenue_USD,In_App_Purchases_USD,Purchases_Count,Average_Purchase_Value,Retention_Rate,Game_Rating,Tournament,Premium_User
G002,Chess Rush,Strategy,Mobile,Brazil,South America,P000474,35-44,Male,iOS,2026-06-02,205,121732,2434640,68461.94,44053.12,4506,9.78,71.23,3.9,Yes,Yes
G006,PUBG Mobile,Battle Royale,PC,Japan,Asia,P000475,18-24,Female,Android,2025-02-21,217,263057,3156684,118446.84,100167.74,3935,25.46,35.99,4.8,No,Yes
G009,Arena of Valor,MOBA,PC,Pakistan,Asia,P000476,13-17,Female,PC,2025-02-21,69,144537,2746203,2517.36,1507.4,1940,0.78,83.41,3.7,Yes,Yes
G009,Undawn,RPG,PC,UK,Europe,P000477,25-34,Female,Android,2025-11-22,123,484484,9205196,34288.37,13878.32,1736,7.99,29.62,4.1,No,Yes
G003,League of Legends,MOBA,Mobile,India,Asia,P000478,25-34,Female,iOS,2026-06-15,101,77657,931884,127034.58,112265.62,3713,30.24,77.64,3.8,No,No
G004,Honor of Kings,MOBA,Mobile,Germany,Europe,P000479,18-24,Male,Android,2025-11-28,27,258306,2066448,17238.05,7611.06,1332,5.71,68.73,4.7,No,Yes
G002,Honor of Kings,MOBA,PC,UK,Europe,P000480,13-17,Male,iOS,2025-04-19,91,70554,564432,118970.06,91982.91,2702,34.04,28.51,3.9,Yes,No
G002,Valorant,FPS,Mobile,India,Asia,P000481,18-24,Male,Android,2025-05-18,164,333317,6666340,239144.63,124754.15,4025,30.99,76.47,4.5,Yes,Yes
G006,Call of Duty Mobile,FPS,Mobile,USA,North America,P000482,45+,Male,Android,2025-07-20,162,305834,3975842,53145.54,45626.52,788,57.9,53.23,4.3,Yes,Yes
G007,PUBG Mobile,Battle Royale,PC,Brazil,South America,P000483,25-34,Female,Android,2025-09-02,22,98565,591390,20796.96,9429.74,2075,4.54,62.89,4.8,No,No
G010,Speed Drifters,Racing,PC,Germany,Europe,P000484,13-17,Male,Android,2026-06-04,71,204708,3684744,46111.62,31864.15,2652,12.02,46.05,4.4,No,Yes
G007,League of Legends,MOBA,PC,India,Asia,P000485,18-24,Female,iOS,2025-09-17,39,139210,1252890,128002.52,85283.73,1849,46.12,81.07,4.9,No,Yes
G006,League of Legends,MOBA,PC,India,Asia,P000486,25-34,Female,Android,2026-01-23,98,312543,1562715,7494.59,6308.55,2476,2.55,40.38,3.6,No,Yes
G008,PUBG Mobile,Battle Royale,PC,Brazil,South America,P000487,45+,Female,iOS,2025-01-19,137,275594,3582722,214718.87,118371.15,4712,25.12,48.57,3.5,Yes,No
G009,CrossFire,FPS,PC,China,Asia,P000488,25-34,Male,Android,2025-03-31,105,173664,2778624,240112.03,106414.51,179,594.49,27.05,4.6,Yes,Yes
G002,Honor of Kings,MOBA,Mobile,South Korea,Asia,P000489,18-24,Male,iOS,2026-04-20,212,241819,1209095,150873.11,63682.46,1039,61.29,52.61,4.5,Yes,No
G006,Honor of Kings,MOBA,Mobile,India,Asia,P000490,25-34,Male,iOS,2025-02-17,234,38349,728631,219159.71,99188.62,4738,20.93,68.99,4.5,Yes,Yes
G006,PUBG Mobile,Battle Royale,Mobile,Germany,Europe,P000491,45+,Male,iOS,2025-12-01,70,289650,4924050,234108.91,151236.5,685,220.78,69.37,4.6,No,No
G007,CrossFire,FPS,Mobile,USA,North America,P000492,25-34,Female,Android,2025-10-01,229,379726,4556712,40910.01,22426.8,2996,7.49,76.72,4.0,Yes,Yes
G008,Speed Drifters,Racing,Mobile,Indonesia,Asia,P000493,45+,Male,Android,2026-04-28,37,460881,6913215,12968.31,9748.24,3529,2.76,69.42,3.9,Yes,No
G009,Speed Drifters,Racing,Mobile,Indonesia,Asia,P000494,25-34,Male,iOS,2025-09-05,77,206339,1031695,169243.57,100078.0,2121,47.18,54.39,3.7,Yes,No
G009,League of Legends,MOBA,Mobile,UK,Europe,P000495,45+,Female,iOS,2026-03-22,144,442286,5307432,64380.41,38972.21,2982,13.07,59.21,4.2,Yes,No
G001,PUBG Mobile,Battle Royale,PC,Indonesia,Asia,P000496,13-17,Female,iOS,2026-06-11,56,285322,1711932,124839.78,66085.6,1846,35.8,31.99,4.0,Yes,Yes
G004,Speed Drifters,Racing,Mobile,Brazil,South America,P000497,18-24,Female,iOS,2025-11-14,160,195750,2544750,213843.68,178117.47,4943,36.03,49.77,4.7,No,No
G009,Arena of Valor,MOBA,PC,China,Asia,P000498,13-17,Male,PC,2025-08-01,20,417541,2922787,123554.85,61062.16,3000,20.35,46.34,4.3,Yes,Yes
G003,Valorant,FPS,PC,Indonesia,Asia,P000499,13-17,Female,iOS,2025-07-24,79,190468,2095148,137334.66,111542.14,4588,24.31,57.25,4.3,Yes,Yes
G006,Speed Drifters,Racing,Mobile,Japan,Asia,P000500,45+,Male,PC,2026-03-27,145,387014,2709098,145039.54,70724.87,3200,22.1,55.83,4.9,No,No
G007,Call of Duty Mobile,FPS,Mobile,Brazil,South America,P000501,13-17,Male,iOS,2026-05-30,112,81708,571956,199872.56,123130.54,503,244.79,32.27,4.2,No,No
G009,CrossFire,FPS,PC,UK,Europe,P000502,18-24,Female,Android,2025-12-22,178,452496,5882448,16244.09,10668.84,1105,9.66,80.42,3.8,No,No
G006,Arena of Valor,MOBA,PC,Japan,Asia,P000503,18-24,Female,PC,2025-12-29,188,286307,2290456,70952.6,52137.49,3392,15.37,66.27,5.0,No,Yes
G004,League of Legends,MOBA,Mobile,India,Asia,P000504,18-24,Male,iOS,2025-05-28,184,257570,2318130,87978.7,62153.29,2812,22.1,70.7,4.4,No,Yes
G006,PUBG Mobile,Battle Royale,Mobile,Pakistan,Asia,P000505,13-17,Male,iOS,2025-03-06,226,229744,4365136,185219.05,152687.31,3916,38.99,85.59,4.0,No,Yes
G003,Arena of Valor,MOBA,PC,Indonesia,Asia,P000506,13-17,Male,Android,2026-01-19,228,38825,465900,239097.57,210700.84,3754,56.13,44.21,3.9,No,No
G002,Call of Duty Mobile,FPS,PC,South Korea,Asia,P000507,35-44,Female,PC,2025-10-11,15,309660,2786940,167241.96,108145.3,1677,64.49,80.66,3.8,Yes,No
G007,Honor of Kings,MOBA,Mobile,India,Asia,P000508,45+,Female,Android,2025-02-19,64,86795,1735900,233557.56,182002.22,1684,108.08,39.54,3.7,Yes,No
G001,Valorant,FPS,PC,India,Asia,P000509,45+,Male,iOS,2025-12-22,16,274637,5492740,80692.01,71840.19,4583,15.68,44.05,3.8,No,Yes
G009,Chess Rush,Strategy,Mobile,Brazil,South America,P000510,35-44,Male,Android,2025-08-16,172,288216,1729296,34419.54,28514.04,4648,6.13,89.76,3.7,No,Yes
G008,Honor of Kings,MOBA,Mobile,South Korea,Asia,P000511,18-24,Male,iOS,2025-03-18,155,419137,8382740,217550.64,193836.14,1772,109.39,63.92,3.8,No,Yes
G008,CrossFire,FPS,Mobile,Pakistan,Asia,P000512,35-44,Female,PC,2025-09-02,71,328765,2301355,178226.99,155990.5,2439,63.96,58.06,3.6,Yes,Yes
G008,Valorant,FPS,PC,UK,Europe,P000513,25-34,Female,PC,2025-08-10,13,435934,2179670,170041.26,139413.67,4803,29.03,90.49,3.9,Yes,Yes
G010,PUBG Mobile,Battle Royale,Mobile,China,Asia,P000514,45+,Female,PC,2026-06-04,33,467489,5609868,24000.69,14089.11,3381,4.17,61.16,4.2,No,Yes
G010,PUBG Mobile,Battle Royale,Mobile,Pakistan,Asia,P000515,45+,Male,iOS,2026-04-24,211,491855,3442985,136205.55,78552.5,819,95.91,38.54,3.7,No,Yes
G007,Arena of Valor,MOBA,Mobile,Japan,Asia,P000516,35-44,Female,Android,2026-05-10,116,325180,3902160,112753.31,62136.03,4097,15.17,72.32,4.0,No,Yes
G002,Arena of Valor,MOBA,Mobile,Japan,Asia,P000517,25-34,Male,Android,2026-06-14,41,156031,2184434,239757.14,120682.34,543,222.25,27.81,3.9,No,Yes
G002,League of Legends,MOBA,Mobile,Brazil,South America,P000518,45+,Male,PC,2026-04-02,84,479272,9106168,140118.58,114556.43,925,123.84,61.85,4.8,Yes,Yes
G008,CrossFire,FPS,Mobile,Indonesia,Asia,P000519,45+,Female,Android,2026-01-20,72,49668,447012,16574.55,10084.83,2337,4.32,56.77,4.3,Yes,Yes
G009,Speed Drifters,Racing,Mobile,Indonesia,Asia,P000520,18-24,Male,Android,2025-02-05,183,10882,163230,182575.21,138984.39,3024,45.96,76.05,3.7,No,Yes
G008,PUBG Mobile,Battle Royale,Mobile,Brazil,South America,P000521,35-44,Male,Android,2026-05-22,239,192454,2886810,22023.64,13997.55,2855,4.9,29.35,3.9,Yes,Yes
G006,Arena of Valor,MOBA,Mobile,Japan,Asia,P000522,25-34,Female,Android,2026-01-04,221,69692,836304,180508.88,102349.29,218,469.49,44.18,4.0,Yes,No
G003,Undawn,RPG,PC,Germany,Europe,P000523,13-17,Female,Android,2026-05-04,136,142328,1280952,57003.49,46042.21,150,306.95,56.95,4.6,Yes,Yes
G010,League of Legends,MOBA,PC,Germany,Europe,P000524,13-17,Female,iOS,2025-01-09,191,371935,4835155,122548.97,58915.3,3839,15.35,67.27,3.7,No,No
G005,League of Legends,MOBA,PC,UK,Europe,P000525,13-17,Female,Android,2025-03-14,210,481989,9157791,19097.53,15457.02,1090,14.18,81.07,3.9,Yes,No
G010,CrossFire,FPS,PC,Japan,Asia,P000526,45+,Male,iOS,2026-05-23,221,305547,3055470,183996.01,135281.97,3298,41.02,35.6,4.0,No,Yes
G004,Chess Rush,Strategy,PC,Germany,Europe,P000527,35-44,Male,Android,2025-10-20,70,99735,498675,229338.98,125683.16,3598,34.93,55.46,3.7,No,No
G006,Call of Duty Mobile,FPS,Mobile,USA,North America,P000528,13-17,Male,Android,2025-09-28,110,275077,4951386,93562.66,58493.39,4480,13.06,32.08,4.7,Yes,Yes
G010,Valorant,FPS,Mobile,UK,Europe,P000529,25-34,Male,Android,2025-11-29,211,478012,3346084,181848.25,76521.5,720,106.28,74.57,4.3,Yes,Yes
G005,Arena of Valor,MOBA,Mobile,Pakistan,Asia,P000530,25-34,Female,PC,2025-02-23,162,46979,234895,139662.03,64007.64,1116,57.35,60.91,4.3,No,No
G003,League of Legends,MOBA,Mobile,South Korea,Asia,P000531,25-34,Female,PC,2025-12-31,177,452319,6784785,243022.89,205455.1,1003,204.84,76.59,3.7,No,No
G002,Valorant,FPS,Mobile,Pakistan,Asia,P000532,18-24,Male,PC,2026-01-04,9,73866,1403454,71254.48,38293.51,1530,25.03,85.58,4.8,No,No
G005,League of Legends,MOBA,PC,Pakistan,Asia,P000533,45+,Male,Android,2026-06-05,89,39872,478464,55013.47,49168.84,4940,9.95,86.85,3.7,Yes,Yes
G002,Undawn,RPG,PC,Pakistan,Asia,P000534,13-17,Male,iOS,2025-08-15,37,447263,5367156,163080.98,89681.81,3305,27.14,86.32,4.6,Yes,Yes
G004,CrossFire,FPS,PC,Indonesia,Asia,P000535,45+,Male,Android,2025-12-11,231,398572,5580008,168431.21,86864.78,3924,22.14,66.53,5.0,Yes,No
G001,Chess Rush,Strategy,PC,UK,Europe,P000536,45+,Male,Android,2026-06-05,185,143909,1870817,55006.24,44152.26,3769,11.71,64.09,4.4,No,No
G007,Honor of Kings,MOBA,PC,UK,Europe,P000537,25-34,Female,Android,2026-05-18,80,9444,56664,170327.79,78314.51,2142,36.56,56.08,3.9,No,No
G009,Chess Rush,Strategy,Mobile,UK,Europe,P000538,25-34,Male,iOS,2026-03-02,117,489758,7346370,40744.54,29115.83,3094,9.41,48.47,4.2,No,No
G006,Chess Rush,Strategy,Mobile,Japan,Asia,P000539,35-44,Female,Android,2026-02-25,62,97165,1554640,35860.3,15354.09,2613,5.88,41.55,4.5,No,No
G003,Honor of Kings,MOBA,Mobile,Brazil,South America,P000540,13-17,Male,Android,2025-03-25,77,400361,5605054,224993.44,118104.62,3338,35.38,83.01,4.5,Yes,Yes
G002,Arena of Valor,MOBA,Mobile,Indonesia,Asia,P000541,18-24,Male,Android,2025-03-31,78,99224,1190688,61075.54,25629.87,4537,5.65,35.24,3.6,Yes,Yes
G005,CrossFire,FPS,PC,Germany,Europe,P000542,13-17,Male,Android,2025-05-10,134,427342,5982788,25556.94,20302.96,4477,4.53,74.34,5.0,No,No
G005,Arena of Valor,MOBA,Mobile,India,Asia,P000543,45+,Male,Android,2025-09-17,15,86192,775728,181679.77,76192.36,3841,19.84,56.79,4.0,No,Yes
G008,Call of Duty Mobile,FPS,PC,Germany,Europe,P000544,13-17,Male,PC,2026-05-24,110,194431,1749879,163102.12,140737.04,4244,33.16,38.91,4.7,Yes,Yes
G009,League of Legends,MOBA,Mobile,Brazil,South America,P000545,13-17,Female,iOS,2025-06-21,239,469251,8915769,56890.59,37370.95,722,51.76,89.37,4.4,Yes,No
G009,PUBG Mobile,Battle Royale,Mobile,China,Asia,P000546,18-24,Male,Android,2025-04-04,72,304051,3040510,101765.28,85995.26,1215,70.78,72.25,4.6,No,No
G009,League of Legends,MOBA,Mobile,South Korea,Asia,P000547,25-34,Female,PC,2025-03-26,227,481909,3373363,75295.51,32208.0,2616,12.31,79.79,4.8,Yes,No
G006,Chess Rush,Strategy,Mobile,Brazil,South America,P000548,35-44,Female,PC,2025-01-01,25,427128,3844152,45093.7,37727.86,1190,31.7,53.05,3.5,Yes,Yes
G004,PUBG Mobile,Battle Royale,Mobile,USA,North America,P000549,35-44,Male,Android,2026-05-06,187,306078,4591170,131799.35,54727.5,924,59.23,49.95,5.0,Yes,Yes
G009,PUBG Mobile,Battle Royale,PC,India,Asia,P000550,25-34,Male,PC,2026-04-25,70,314020,1570100,194632.74,88757.5,4440,19.99,72.34,3.9,No,Yes
G010,Undawn,RPG,PC,South Korea,Asia,P000551,35-44,Male,iOS,2025-03-01,187,52225,940050,33644.84,15233.12,4164,3.66,73.96,3.9,Yes,Yes
G002,Undawn,RPG,Mobile,Brazil,South America,P000552,25-34,Male,PC,2026-04-04,220,96781,1354934,88673.69,68194.79,190,358.92,82.34,3.6,No,No
G003,Call of Duty Mobile,FPS,PC,China,Asia,P000553,18-24,Female,Android,2025-12-08,197,48682,243410,131254.06,92297.65,3444,26.8,70.08,4.2,No,No
G006,Undawn,RPG,PC,India,Asia,P000554,45+,Female,iOS,2025-09-07,6,127870,895090,142939.75,113044.54,3934,28.74,62.8,4.0,Yes,No
G007,Valorant,FPS,Mobile,USA,North America,P000555,45+,Female,Android,2026-05-13,90,225258,2027322,245614.14,220254.4,2946,74.76,76.06,4.9,No,Yes
G003,Chess Rush,Strategy,PC,Brazil,South America,P000556,25-34,Male,PC,2025-09-21,63,73699,1400281,166633.95,74218.55,3134,23.68,64.6,3.9,No,Yes
G007,Chess Rush,Strategy,PC,Germany,Europe,P000557,25-34,Male,iOS,2025-07-05,212,59969,1199380,189947.73,107601.32,2901,37.09,40.37,4.0,No,No
G007,PUBG Mobile,Battle Royale,PC,South Korea,Asia,P000558,13-17,Male,PC,2026-01-01,137,122850,614250,170263.27,77996.59,4919,15.86,65.78,4.4,Yes,No
G006,Arena of Valor,MOBA,PC,USA,North America,P000559,45+,Female,Android,2025-09-01,27,255198,4083168,249253.31,116982.09,2203,53.1,45.76,4.8,Yes,Yes
G002,Undawn,RPG,PC,Brazil,South America,P000560,18-24,Female,PC,2025-05-14,29,427579,2565474,190467.33,116309.29,1506,77.23,44.14,3.6,No,Yes
G010,Call of Duty Mobile,FPS,Mobile,Pakistan,Asia,P000561,45+,Male,iOS,2025-01-05,17,113357,1473641,244400.69,134803.7,3840,35.11,84.22,3.7,Yes,No
G008,Honor of Kings,MOBA,PC,China,Asia,P000562,25-34,Male,iOS,2025-12-16,21,356057,4628741,239841.52,165446.86,4899,33.77,61.01,4.6,Yes,Yes
G008,Honor of Kings,MOBA,PC,Germany,Europe,P000563,13-17,Male,PC,2025-04-26,72,192452,2309424,38777.43,26485.19,2394,11.06,55.19,4.0,No,No
G007,League of Legends,MOBA,PC,Pakistan,Asia,P000564,18-24,Male,Android,2025-06-28,180,377505,6795090,58237.05,33080.27,526,62.89,43.46,3.7,No,Yes
G009,Valorant,FPS,Mobile,Indonesia,Asia,P000565,45+,Female,Android,2025-03-03,199,261691,2355219,109159.32,58633.3,3114,18.83,67.27,4.6,Yes,No
G009,Speed Drifters,Racing,Mobile,China,Asia,P000566,18-24,Female,Android,2026-05-14,14,78843,709587,236109.42,123943.14,2240,55.33,57.58,4.4,Yes,No
G007,Chess Rush,Strategy,Mobile,UK,Europe,P000567,18-24,Male,iOS,2025-10-02,240,180126,2161512,210297.39,151546.12,1195,126.82,52.83,5.0,No,Yes
G006,Chess Rush,Strategy,PC,Brazil,South America,P000568,35-44,Female,PC,2025-01-16,99,415291,2491746,80936.58,61814.99,290,213.16,35.95,4.5,No,No
G002,League of Legends,MOBA,Mobile,South Korea,Asia,P000569,35-44,Male,iOS,2026-01-30,167,210793,4215860,39460.52,35089.91,4140,8.48,63.29,3.6,Yes,No
G003,Valorant,FPS,Mobile,China,Asia,P000570,35-44,Male,iOS,2025-11-27,181,41284,495408,172318.74,150111.48,1233,121.74,46.39,3.7,No,Yes
G004,CrossFire,FPS,PC,Pakistan,Asia,P000571,45+,Male,iOS,2025-06-18,119,286858,4016012,234332.86,134928.55,191,706.43,64.37,4.6,No,Yes
G007,Arena of Valor,MOBA,PC,Pakistan,Asia,P000572,35-44,Female,Android,2025-02-16,100,367918,4047098,157147.92,67138.08,2235,30.04,64.48,3.7,No,Yes
G009,Valorant,FPS,Mobile,Brazil,South America,P000573,13-17,Male,Android,2026-03-23,84,203365,2033650,126285.76,103555.01,4808,21.54,57.4,3.7,Yes,No
G005,Speed Drifters,Racing,Mobile,India,Asia,P000574,18-24,Male,PC,2025-02-12,200,225478,2029302,118500.12,56377.81,191,295.17,82.84,4.6,No,Yes
G010,PUBG Mobile,Battle Royale,PC,USA,North America,P000575,25-34,Female,Android,2026-02-07,98,421623,6324345,79911.35,43648.33,787,55.46,78.02,3.8,No,No
G007,Speed Drifters,Racing,PC,USA,North America,P000576,35-44,Female,iOS,2025-05-25,240,428194,3853746,245643.49,155886.83,798,195.35,89.59,4.6,No,Yes
G005,Honor of Kings,MOBA,PC,Japan,Asia,P000577,25-34,Male,PC,2026-01-04,207,281236,3937304,89466.34,35802.14,324,110.5,77.51,4.5,No,No
G008,PUBG Mobile,Battle Royale,PC,Indonesia,Asia,P000578,35-44,Female,PC,2026-05-06,90,440847,8816940,188860.85,90690.96,3496,25.94,64.16,3.8,No,Yes
G005,PUBG Mobile,Battle Royale,Mobile,South Korea,Asia,P000579,45+,Male,iOS,2026-02-19,189,189185,3405330,223373.56,153071.1,4487,34.11,27.95,4.2,Yes,Yes
G008,Chess Rush,Strategy,PC,Indonesia,Asia,P000580,35-44,Female,PC,2025-09-01,189,383172,4214892,152178.06,96054.63,3002,32.0,85.86,3.8,Yes,No
G008,Undawn,RPG,Mobile,Germany,Europe,P000581,25-34,Male,Android,2025-11-14,234,405546,6083190,75885.86,56075.78,3047,18.4,26.43,3.6,Yes,No
G007,Speed Drifters,Racing,PC,South Korea,Asia,P000582,25-34,Female,Android,2026-02-26,57,209713,3984547,181952.62,148458.05,2991,49.63,81.8,3.6,Yes,No
G009,Call of Duty Mobile,FPS,PC,South Korea,Asia,P000583,18-24,Male,iOS,2025-10-15,52,478573,9571460,197143.53,154169.91,1038,148.53,28.22,3.6,No,No
G007,Arena of Valor,MOBA,PC,South Korea,Asia,P000584,13-17,Female,PC,2026-02-22,95,107918,647508,146814.98,64327.75,4771,13.48,85.79,4.8,Yes,Yes
G005,Undawn,RPG,Mobile,Indonesia,Asia,P000585,13-17,Male,iOS,2025-10-02,86,221093,1989837,120578.26,61131.18,1618,37.78,60.44,4.9,Yes,No
G003,League of Legends,MOBA,PC,India,Asia,P000586,13-17,Female,PC,2026-05-26,190,200577,1404039,160366.69,92515.36,4402,21.02,32.03,4.8,No,No
G001,PUBG Mobile,Battle Royale,Mobile,USA,North America,P000587,25-34,Male,PC,2026-04-10,154,490319,4412871,172964.24,83060.19,3374,24.62,46.15,4.3,No,No
G004,League of Legends,MOBA,Mobile,South Korea,Asia,P000588,25-34,Male,PC,2026-05-04,61,300286,4804576,86803.45,53520.7,3313,16.15,44.03,4.4,Yes,Yes
G008,Undawn,RPG,Mobile,Pakistan,Asia,P000589,45+,Female,iOS,2025-10-14,105,342198,3764178,60617.95,43459.74,1832,23.72,87.39,4.6,No,No
G008,PUBG Mobile,Battle Royale,Mobile,South Korea,Asia,P000590,18-24,Female,PC,2026-05-26,195,281675,3098425,191456.69,143153.89,4314,33.18,84.84,4.2,No,Yes
G002,Arena of Valor,MOBA,Mobile,Pakistan,Asia,P000591,35-44,Female,iOS,2025-04-15,228,461307,7380912,228860.64,200047.39,618,323.7,65.91,3.8,Yes,No
G004,PUBG Mobile,Battle Royale,Mobile,USA,North America,P000592,35-44,Male,Android,2025-05-08,147,239814,1438884,136332.33,94309.06,151,624.56,65.29,3.7,Yes,Yes
G002,PUBG Mobile,Battle Royale,Mobile,Japan,Asia,P000593,18-24,Female,iOS,2025-12-15,123,486966,4869660,171895.6,101631.77,251,404.91,58.92,4.8,No,No
G003,PUBG Mobile,Battle Royale,Mobile,China,Asia,P000594,45+,Female,PC,2025-03-15,26,7457,67113,211795.06,185534.85,3817,48.61,34.4,4.8,No,Yes
G001,Undawn,RPG,PC,UK,Europe,P000595,18-24,Female,Android,2025-09-19,30,480569,3844552,224373.58,185004.74,3595,51.46,27.1,3.8,Yes,Yes
G006,League of Legends,MOBA,PC,Brazil,South America,P000596,25-34,Male,iOS,2026-05-31,74,189772,2277264,173052.39,106766.1,883,120.91,64.94,4.4,No,Yes
G006,Call of Duty Mobile,FPS,PC,Germany,Europe,P000597,13-17,Female,PC,2025-04-30,191,33221,465094,91608.58,71924.1,987,72.87,55.02,4.9,No,Yes
G007,Arena of Valor,MOBA,PC,India,Asia,P000598,18-24,Female,Android,2025-07-06,238,213854,1496978,77172.27,63286.58,2597,24.37,53.58,4.4,No,No
G005,Honor of Kings,MOBA,Mobile,China,Asia,P000599,45+,Male,iOS,2025-06-22,225,353492,4948888,172165.32,124592.08,1286,96.88,67.97,4.0,No,No
G010,Speed Drifters,Racing,PC,Germany,Europe,P000600,18-24,Male,Android,2025-02-02,171,269029,5111551,235079.25,129749.02,3936,32.96,53.53,3.7,No,Yes
G009,CrossFire,FPS,Mobile,China,Asia,P000601,45+,Male,PC,2025-02-16,193,436362,7418154,210343.74,162763.43,3678,44.25,32.85,4.5,Yes,No
G002,PUBG Mobile,Battle Royale,PC,Indonesia,Asia,P000602,35-44,Male,iOS,2025-03-20,47,78298,1096172,118813.08,96503.36,3506,27.53,68.99,4.9,No,Yes
G004,Valorant,FPS,Mobile,China,Asia,P000603,45+,Female,PC,2025-07-09,163,116696,2100528,234006.72,106141.85,4340,24.46,56.95,4.8,Yes,No
G002,CrossFire,FPS,PC,China,Asia,P000604,25-34,Female,iOS,2026-05-20,18,314015,6280300,131790.41,112166.08,41,2735.76,53.33,4.8,No,No
G009,Arena of Valor,MOBA,Mobile,Japan,Asia,P000605,25-34,Male,PC,2025-05-18,184,79464,556248,65587.54,37632.64,4311,8.73,70.06,3.7,Yes,Yes
G007,League of Legends,MOBA,PC,South Korea,Asia,P000606,25-34,Male,Android,2026-04-18,208,103231,1445234,30497.95,17316.06,3041,5.69,86.36,3.8,No,Yes
G010,Valorant,FPS,PC,Germany,Europe,P000607,25-34,Female,PC,2026-04-21,111,246864,1974912,132701.73,108844.68,805,135.21,82.9,4.6,Yes,Yes
G002,Arena of Valor,MOBA,PC,Indonesia,Asia,P000608,25-34,Female,iOS,2025-09-26,211,427973,5563649,184145.74,144428.37,4790,30.15,86.05,3.7,Yes,Yes
G001,CrossFire,FPS,PC,UK,Europe,P000609,35-44,Male,iOS,2025-12-04,10,454866,4093794,248922.11,121519.99,130,934.77,76.87,4.3,No,Yes
G010,PUBG Mobile,Battle Royale,Mobile,Germany,Europe,P000610,35-44,Female,iOS,2026-01-23,76,82775,1407175,86836.41,55765.34,688,81.05,76.81,4.9,No,Yes
G010,League of Legends,MOBA,PC,Germany,Europe,P000611,35-44,Female,Android,2025-03-31,9,356488,2851904,148661.65,89716.1,3145,28.53,47.56,4.0,Yes,Yes
G003,CrossFire,FPS,Mobile,India,Asia,P000612,45+,Female,Android,2025-09-20,124,122842,614210,57800.96,29356.72,465,63.13,52.03,4.1,Yes,No
G003,Valorant,FPS,Mobile,Pakistan,Asia,P000613,18-24,Female,PC,2025-02-18,64,269101,3229212,190334.87,101171.47,4153,24.36,81.89,4.2,Yes,No
G009,PUBG Mobile,Battle Royale,Mobile,Indonesia,Asia,P000614,35-44,Male,PC,2025-11-23,210,374595,3371355,17312.97,14770.36,798,18.51,29.03,3.8,No,No
G008,Speed Drifters,Racing,PC,Japan,Asia,P000615,13-17,Female,iOS,2025-03-14,81,301225,3614700,228408.09,109712.27,2831,38.75,57.98,4.1,No,No
G008,CrossFire,FPS,PC,South Korea,Asia,P000616,35-44,Male,Android,2025-01-25,196,361861,2533027,86416.75,42171.3,3609,11.69,52.12,4.0,Yes,No
G002,CrossFire,FPS,PC,Germany,Europe,P000617,45+,Female,PC,2026-04-22,221,284763,5410497,14418.6,12047.17,1246,9.67,44.4,3.8,Yes,Yes
G006,CrossFire,FPS,Mobile,India,Asia,P000618,13-17,Male,PC,2025-09-21,143,497821,5973852,3551.19,1427.38,4036,0.35,48.8,4.2,Yes,No
G002,League of Legends,MOBA,Mobile,India,Asia,P000619,18-24,Male,Android,2026-03-04,176,114724,1835584,55592.35,30102.66,3221,9.35,82.35,3.9,No,No
G006,Chess Rush,Strategy,Mobile,South Korea,Asia,P000620,35-44,Female,PC,2026-01-12,177,209953,3359248,86699.09,74762.97,3650,20.48,70.56,3.8,No,No
G004,Valorant,FPS,PC,UK,Europe,P000621,45+,Male,Android,2025-04-03,217,91509,1555653,85935.51,58050.15,1844,31.48,68.27,4.5,Yes,No
G001,CrossFire,FPS,PC,Brazil,South America,P000622,25-34,Male,iOS,2026-03-22,158,281386,4220790,92896.42,60599.05,1018,59.53,58.54,3.6,Yes,No
G007,Undawn,RPG,PC,Pakistan,Asia,P000623,25-34,Female,iOS,2025-01-03,34,227104,2043936,6304.07,3783.23,2073,1.83,33.55,4.2,No,No
G008,Speed Drifters,Racing,PC,USA,North America,P000624,35-44,Male,PC,2026-06-13,61,20707,165656,179440.55,114805.61,408,281.39,74.83,3.9,Yes,No
G005,PUBG Mobile,Battle Royale,PC,USA,North America,P000625,35-44,Male,Android,2025-02-25,222,394860,3158880,109426.1,56503.47,268,210.83,56.06,4.9,No,Yes
G003,PUBG Mobile,Battle Royale,Mobile,UK,Europe,P000626,35-44,Male,Android,2025-06-30,108,44460,711360,82300.07,64732.57,4915,13.17,52.62,4.2,No,No
G005,Valorant,FPS,Mobile,Indonesia,Asia,P000627,45+,Male,PC,2025-12-06,228,13905,139050,42422.76,29723.43,4315,6.89,90.18,4.8,No,Yes
G006,PUBG Mobile,Battle Royale,PC,Brazil,South America,P000628,18-24,Male,iOS,2025-05-07,205,219341,4167479,29957.3,13590.49,1260,10.79,64.57,3.9,No,Yes
G003,Arena of Valor,MOBA,PC,India,Asia,P000629,45+,Female,Android,2026-01-30,172,75403,904836,12747.6,8813.79,687,12.83,87.9,4.9,Yes,No
G001,Undawn,RPG,Mobile,China,Asia,P000630,25-34,Female,PC,2025-06-09,170,242755,1942040,114325.08,98272.42,3103,31.67,58.01,4.2,No,No
